2017/04/01,1,11.086360975609756
2017/04/01,2,10.116161896625373
2017/04/01,3,8.980373980505272
2017/04/01,4,8.584965541615126
2017/04/01,5,8.51
2017/04/01,6,8.613880014858841
2017/04/01,7,9.507595082597003
2017/04/01,8,10.106796793307772
2017/04/01,9,10.32720314033366
2017/04/01,10,11.413298054919908
2017/04/01,11,9.455462784949189
2017/04/01,12,9.035149700598803
2017/04/01,13,8.359309683604986
2017/04/01,14,8.51
2017/04/01,15,8.470156228397622
2017/04/01,16,8.474728598433702
2017/04/01,17,9.366208912563337
2017/04/01,18,11.182538791192552
2017/04/01,19,12.353078935220804
2017/04/01,20,11.580311076197958
2017/04/01,21,11.201379956290976
2017/04/01,22,10.78828262853666
2017/04/01,23,11.961408450704225
2017/04/01,24,10.730689965771933
2017/04/02,1,9.313390615949025
2017/04/02,2,8.81296334220766
2017/04/02,3,8.780032786885245
2017/04/02,4,8.775011328527292
2017/04/02,5,8.924985638079606
2017/04/02,6,8.6
2017/04/02,7,8.497029628231742
2017/04/02,8,8.06207600281492
2017/04/02,9,7.861685908587695
2017/04/02,10,7.822045855379189
2017/04/02,11,7.641568683274022
2017/04/02,12,8.18
2017/04/02,13,7.648401534526855
2017/04/02,14,7.638430427799679
2017/04/02,15,7.02
2017/04/02,16,8.200009688357824
2017/04/02,17,9.253395918367348
2017/04/02,18,12.594303967720242
2017/04/02,19,13.355071687411375
2017/04/02,20,13.32
2017/04/02,21,13.32
2017/04/02,22,12.66413128066317
2017/04/02,23,10.380200501253134
2017/04/02,24,10.102353462015229
2017/04/03,1,8.552064445658111
2017/04/03,2,8.330060675009479
2017/04/03,3,8.314991702009957
2017/04/03,4,8.314964526105149
2017/04/03,5,8.409977945230654
2017/04/03,6,9.38859923594688
2017/04/03,7,11.009538488638364
2017/04/03,8,11.343014268727705
2017/04/03,9,12.335939741750359
2017/04/03,10,11.809733742331288
2017/04/03,11,10.263925015886464
2017/04/03,12,9.824490790899242
2017/04/03,13,8.45
2017/04/03,14,13.21
2017/04/03,15,13.154516809183553
2017/04/03,16,13.154698650273954
2017/04/03,17,14.57501497005988
2017/04/03,18,14.768480993935809
2017/04/03,19,15.41
2017/04/03,20,14.791326872246696
2017/04/03,21,13.932192965596771
2017/04/03,22,11.950844436442203
2017/04/03,23,14.57
2017/04/03,24,11.918727364185111
2017/04/04,1,10.234465040650406
2017/04/04,2,9.50663043478261
2017/04/04,3,9.785381747159091
2017/04/04,4,9.184995561867566
2017/04/04,5,9.828480514837326
2017/04/04,6,10.170826168224298
2017/04/04,7,11.242012042147516
2017/04/04,8,10.404365920691008
2017/04/04,9,9.939702300405955
2017/04/04,10,10.279499304589708
2017/04/04,11,8.93
2017/04/04,12,9.405900147844877
2017/04/04,13,8.300182318541452
2017/04/04,14,8.615060742037867
2017/04/04,15,9.533437278525868
2017/04/04,16,10.454199328107503
2017/04/04,17,12.308826241601897
2017/04/04,18,12.972181790265623
2017/04/04,19,14.06
2017/04/04,20,12.86348090571139
2017/04/04,21,11.076031007751938
2017/04/04,22,10.801245062411123
2017/04/04,23,12.92322335811648
2017/04/04,24,10.572182655410591
2017/04/05,1,8.610766834767132
2017/04/05,2,7.53
2017/04/05,3,8.365337317188237
2017/04/05,4,8.575016534867002
2017/04/05,5,8.549875704581586
